id,x,y,v_x,v_y,time
1,7.31061,6.58108,-1.1251,0.149162,5.88
1,7.17735,6.59831,-1.11051,0.143536,6
1,7.046,6.61508,-1.09456,0.139805,6.12
1,6.9167,6.63169,-1.07748,0.138428,6.24
1,6.78955,6.64846,-1.05959,0.139684,6.36
1,6.6646,6.66568,-1.04123,0.143578,6.48
1,6.54188,6.68367,-1.02273,0.149889,6.6
1,6.42136,6.70267,-1.00435,0.158286,6.72
1,6.30301,6.72288,-0.986229,0.168422,6.84
1,6.18681,6.74447,-0.968354,0.179943,6.96
1,6.07275,6.76756,-0.950496,0.192456,7.08
1,5.96089,6.79222,-0.932153,0.205474,7.2
1,5.85138,6.81843,-0.912573,0.218416,7.32
1,5.74447,6.84612,-0.89092,0.23078,7.44
1,5.64049,6.87522,-0.866524,0.242422,7.56
1,5.5398,6.90566,-0.839062,0.253694,7.68
1,5.44276,6.93749,-0.808616,0.265287,7.8
1,5.34969,6.97084,-0.775661,0.277891,7.92
1,5.26076,7.00587,-0.741055,0.291893,8.04
1,5.17604,7.04273,-0.705955,0.307204,8.16
1,5.09546,7.08151,-0.671547,0.323157,8.28
1,5.01881,7.12212,-0.638738,0.338428,8.4
1,4.94585,7.16425,-0.608034,0.35103,8.52
1,4.87629,7.20728,-0.579598,0.358584,8.64
1,4.80989,7.25033,-0.553347,0.358757,8.76
1,4.7464,7.29228,-0.529067,0.349635,8.88
1,4.68561,7.3319,-0.506588,0.330136,9
1,4.62729,7.36798,-0.486,0.300647,9.12
1,4.57116,7.3996,-0.46782,0.263538,9.24
1,4.51681,7.42637,-0.452917,0.223053,9.36
1,4.46375,7.4485,-0.442109,0.184447,9.48
1,4.41147,7.46685,-0.435677,0.152946,9.6
1,4.35949,7.48282,-0.4332,0.133039,9.72
1,4.30742,7.49815,-0.433917,0.127713,9.84
1,4.25493,7.51464,-0.437349,0.137421,9.96
1,4.20169,7.53379,-0.443667,0.159585,10.08
1,4.14726,7.55651,-0.453626,0.189347,10.2
1,4.09107,7.58305,-0.468272,0.221217,10.32
1,4.03243,7.61311,-0.488653,0.250483,10.44
1,3.97056,7.64597,-0.515594,0.273791,10.56
1,3.90462,7.68068,-0.549448,0.289257,10.68
1,3.83385,7.71626,-0.589822,0.296518,10.8
1,3.75759,7.75185,-0.635476,0.296586,10.92
1,3.67543,7.7868,-0.68466,0.291215,11.04
1,3.58714,7.82063,-0.735726,0.281974,11.16
1,3.49265,7.85299,-0.787445,0.269681,11.28
1,3.39198,7.88353,-0.838934,0.254446,11.4
1,3.28524,7.91185,-0.889432,0.236021,11.52
1,3.17267,7.93754,-0.938101,0.214105,11.64
1,3.0546,7.96016,-0.983957,0.188488,11.76
1,2.93148,7.97925,-1.02596,0.159053,11.88
1,2.8039,7.99434,-1.0632,0.125763,12
1,2.67251,8.00498,-1.09492,0.0886811,12.12
1,2.53804,8.01074,-1.12059,0.0479994,12.24
1,2.40124,8.01122,-1.13996,0.00403492,12.36
1,2.26286,8.0061,-1.15315,-0.0427406,12.48
1,2.12359,7.99509,-1.16058,-0.0917149,12.6
1,1.98404,7.97802,-1.16298,-0.142241,12.72
1,1.84467,7.95478,-1.16141,-0.193709,12.84
1,1.70582,7.92531,-1.15708,-0.245521,12.96
1,1.56768,7.88967,-1.15115,-0.297051,13.08
1,1.43035,7.84795,-1.14441,-0.347614,13.2
1,1.29389,7.80038,-1.13719,-0.396409,13.32
1,1.15835,7.74728,-1.12947,-0.44256,13.44
1,1.02381,7.68905,-1.12119,-0.485245,13.56
1,0.890321,7.6262,-1.1124,-0.523775,13.68
1,0.757929,7.55928,-1.10327,-0.557656,13.8
1,0.626653,7.48887,-1.09397,-0.586757,13.92
1,0.496496,7.41549,-1.08464,-0.611445,14.04
1,0.367456,7.33959,-1.07534,-0.632537,14.16
1,0.239522,7.26146,-1.06612,-0.651093,14.28
1,0.112679,7.18127,-1.05703,-0.668184,14.4
1,-0.0131036,7.09911,-1.04818,-0.684685,14.52
1,-0.137878,7.015,-1.03979,-0.700959,14.64
1,-0.261738,6.92902,-1.03216,-0.716454,14.76
1,-0.384824,6.84148,-1.02572,-0.729554,14.88
1,-0.507333,6.75291,-1.0209,-0.738088,15
1,-0.629482,6.66406,-1.01791,-0.740393,15.12
1,-0.751466,6.57571,-1.01654,-0.736201,15.24
1,-0.873413,6.4885,-1.01622,-0.726759,15.36
1,-0.995368,6.4028,-1.01629,-0.71423,15.48
1,-1.11732,6.31868,-1.01627,-0.700945,15.6
1,-1.23924,6.236,-1.01602,-0.68899,15.72
1,-1.36113,6.1544,-1.01569,-0.680052,15.84
2,12.0348,6.72042,-1.13329,0.186616,3.84
2,11.8979,6.74203,-1.14094,0.180084,3.96
2,11.7593,6.7621,-1.15523,0.167244,4.08
2,11.6184,6.77995,-1.17412,0.148761,4.2
2,11.475,6.79506,-1.19513,0.125915,4.32
2,11.3291,6.80716,-1.21578,0.100764,4.44
2,11.181,6.81627,-1.23385,0.0759585,4.56
2,11.0313,6.82276,-1.24774,0.0540686,4.68
2,10.8805,6.82717,-1.25687,0.0367815,4.8
2,10.7291,6.83012,-1.26174,0.0245501,4.92
2,10.5774,6.83214,-1.26346,0.0168152,5.04
2,10.4259,6.83363,-1.26302,0.0124534,5.16
2,10.2746,6.83484,-1.26083,0.0101129,5.28
2,10.1238,6.83586,-1.25684,0.00846492,5.4
2,9.97364,6.83664,-1.25097,0.00651075,5.52
2,9.82443,6.8371,-1.24344,0.00383008,5.64
2,9.67624,6.83717,-1.2349,0.00059275,5.76
2,9.52909,6.83685,-1.22627,-0.00266083,5.88
2,9.38287,6.83622,-1.21852,-0.00529258,6
2,9.23736,6.83541,-1.21255,-0.00674425,6.12
2,9.09228,6.83461,-1.20898,-0.00667883,6.24
2,8.94733,6.83399,-1.20792,-0.00514842,6.36
2,8.80227,6.83367,-1.20884,-0.0026565,6.48
2,8.65699,6.83368,-1.21072,5.40E-05,6.6
2,8.51148,6.83397,-1.21257,0.00242733,6.72
2,8.36584,6.8345,-1.21365,0.00444825,6.84
2,8.2202,6.8353,-1.21364,0.00668683,6.96
2,8.07472,6.83651,-1.21238,0.0100618,7.08
2,7.92956,6.83838,-1.20963,0.0155386,7.2
2,7.78496,6.84125,-1.20502,0.0239255,7.32
2,7.64119,6.84553,-1.19809,0.0357151,7.44
2,7.49856,6.85164,-1.18856,0.0509017,7.56
2,7.35738,6.85991,-1.17646,0.0688692,7.68
2,7.21793,6.87052,-1.16209,0.0884566,7.8
2,7.08042,6.8835,-1.14597,0.108157,7.92
2,6.94497,6.89866,-1.12874,0.126301,8.04
2,6.81164,6.9156,-1.11108,0.141235,8.16
2,6.68042,6.9338,-1.09348,0.151621,8.28
2,6.5513,6.95261,-1.07602,0.156783,8.4
2,6.4243,6.97143,-1.05832,0.156822,8.52
2,6.29954,6.98971,-1.0397,0.152334,8.64
2,6.1772,7.00698,-1.01948,0.143947,8.76
2,6.05754,7.02283,-0.997153,0.132049,8.88
2,5.94085,7.03685,-0.97245,0.11682,9
2,5.82741,7.04866,-0.945278,0.0984117,9.12
2,5.71753,7.05791,-0.915688,0.0771282,9.24
2,5.61146,7.06434,-0.883879,0.0535466,9.36
2,5.50944,7.06777,-0.850189,0.0286052,9.48
2,5.41163,7.06821,-0.815084,0.00369008,9.6
2,5.31813,7.06589,-0.779197,-0.0193789,9.72
2,5.22892,7.06125,-0.74337,-0.0386891,9.84
2,5.14388,7.05491,-0.70868,-0.0527982,9.96
2,5.06271,7.04758,-0.676443,-0.0610823,10.08
2,4.98494,7.03993,-0.64807,-0.0637249,10.2
2,4.90997,7.03255,-0.624732,-0.0615696,10.32
2,4.83712,7.02583,-0.607085,-0.0559814,10.44
2,4.76569,7.01999,-0.595293,-0.0486411,10.56
2,4.69497,7.01505,-0.589324,-0.0411628,10.68
2,4.62425,7.01089,-0.58929,-0.0346692,10.8
2,4.55279,7.00734,-0.595544,-0.0296264,10.92
2,4.47978,7.00421,-0.608382,-0.0260502,11.04
2,4.40448,7.00134,-0.627518,-0.0238836,11.16
2,4.32627,6.99856,-0.651769,-0.0232088,11.28
2,4.24476,6.99566,-0.679249,-0.0241302,11.4
2,4.15981,6.99249,-0.70788,-0.0264489,11.52
2,4.07151,6.98896,-0.735839,-0.0293991,11.64
2,3.9801,6.98516,-0.761748,-0.0316761,11.76
2,3.88593,6.98135,-0.784776,-0.0317813,11.88
2,3.78936,6.97793,-0.804731,-0.0284417,12
2,3.69072,6.97543,-0.82205,-0.0208276,12.12
2,3.5902,6.97441,-0.837624,-0.00851858,12.24
2,3.4879,6.97545,-0.852544,0.00861475,12.36
2,3.38374,6.9791,-0.867926,0.0304265,12.48
2,3.27756,6.98585,-0.884832,0.0562837,12.6
2,3.16906,6.99601,-0.904236,0.0846832,12.72
2,3.05782,7.00957,-0.926969,0.112956,12.84
2,2.94339,7.02606,-0.953559,0.137426,12.96
2,2.82532,7.04456,-0.983948,0.154186,13.08
2,2.70326,7.06376,-1.01715,0.160025,13.2
2,2.57712,7.08212,-1.0512,0.152985,13.32
2,2.44707,7.09804,-1.0837,0.13263,13.44
2,2.31353,7.11008,-1.11285,0.100315,13.56
2,2.17697,7.11719,-1.13797,0.0592579,13.68
2,2.03785,7.11886,-1.15937,0.013936,13.8
2,1.89651,7.11512,-1.17786,-0.0311261,13.92
2,1.75318,7.10644,-1.19436,-0.0723765,14.04
2,1.60803,7.09353,-1.20964,-0.107575,14.16
2,1.46111,7.07724,-1.22431,-0.135722,14.28
2,1.31246,7.05841,-1.23872,-0.156922,14.4
2,1.16211,7.03775,-1.25292,-0.172216,14.52
2,1.01012,7.01575,-1.26663,-0.183273,14.64
2,0.85662,6.99271,-1.27914,-0.19199,14.76
2,0.701896,6.96869,-1.28937,-0.200195,14.88
2,0.546371,6.94356,-1.29604,-0.209454,15
2,0.390581,6.91705,-1.29825,-0.220852,15.12
2,0.235083,6.88888,-1.29582,-0.23481,15.24
2,0.0803517,6.85875,-1.28943,-0.251032,15.36
2,-0.0732881,6.82652,-1.28033,-0.268593,15.48
2,-0.225702,6.7922,-1.27012,-0.286047,15.6
2,-0.376961,6.75601,-1.26049,-0.301549,15.72
2,-0.527325,6.71843,-1.25304,-0.313175,15.84
3,-1.47338,5.11638,1.49216,-0.0642522,4.56
3,-1.29411,5.1085,1.49397,-0.0656258,4.68
3,-1.11439,5.1003,1.49765,-0.0683502,4.8
3,-0.934019,5.09162,1.50309,-0.0723002,4.92
3,-0.752808,5.08235,1.5101,-0.0772714,5.04
3,-0.57061,5.0724,1.51832,-0.0829635,5.16
3,-0.387344,5.06172,1.52721,-0.0889799,5.28
3,-0.203011,5.05033,1.53611,-0.0948957,5.4
3,-0.0176975,5.03828,1.54428,-0.100393,5.52
3,0.168429,5.02564,1.55105,-0.10537,5.64
3,0.355133,5.01245,1.55587,-0.109919,5.76
3,0.542147,4.99875,1.55844,-0.114187,5.88
3,0.729207,4.98456,1.55884,-0.118203,6
3,0.916112,4.96995,1.55754,-0.121802,6.12
3,1.10275,4.95498,1.5553,-0.124701,6.24
3,1.2891,4.93978,1.5529,-0.126648,6.36
3,1.47521,4.92448,1.55098,-0.12752,6.48
3,1.66121,4.9092,1.54998,-0.127343,6.6
3,1.84723,4.89405,1.55014,-0.126279,6.72
3,2.03341,4.87909,1.55148,-0.124622,6.84
3,2.21987,4.86436,1.55383,-0.12274,6.96
3,2.4067,4.84985,1.55695,-0.120953,7.08
3,2.59398,4.83552,1.5607,-0.119388,7.2
3,2.78179,4.82137,1.56508,-0.117937,7.32
3,2.97022,4.80741,1.57017,-0.116349,7.44
3,3.15935,4.79368,1.57613,-0.114408,7.56
3,3.34932,4.78024,1.58306,-0.112029,7.68
3,3.54022,4.76713,1.59088,-0.109206,7.8
3,3.73212,4.75443,1.59914,-0.105867,7.92
3,3.92494,4.74222,1.60686,-0.101758,8.04
3,4.11846,4.73064,1.61262,-0.0964589,8.16
3,4.31227,4.7199,1.61507,-0.0895377,8.28
3,4.50589,4.71021,1.61351,-0.0807393,8.4
3,4.69886,4.7018,1.60812,-0.0700772,8.52
3,4.89084,4.69487,1.59981,-0.0577705,8.64
3,5.08162,4.68957,1.58981,-0.0441068,8.76
3,5.27115,4.68605,1.57946,-0.029355,8.88
3,5.45956,4.68441,1.57007,-0.0137045,9
3,5.64709,4.68474,1.56276,0.00282425,9.12
3,5.83409,4.6872,1.55834,0.0204394,9.24
3,6.02097,4.69194,1.55728,0.0395117,9.36
3,6.20813,4.69918,1.55966,0.0603846,9.48
3,6.39594,4.70916,1.56512,0.0831517,9.6
3,6.58469,4.72206,1.57291,0.107489,9.72
3,6.77451,4.73797,1.58187,0.132542,9.84
3,6.96539,4.75679,1.5906,0.156824,9.96
3,7.15709,4.77817,1.59754,0.178236,10.08
3,7.34924,4.80152,1.60123,0.19452,10.2
3,7.54132,4.82601,1.60072,0.204144,10.32
3,7.73284,4.85086,1.59593,0.207044,10.44
3,7.92335,4.87541,1.58764,0.204629,10.56
3,8.1126,4.89931,1.57706,0.199098,10.68
3,8.30044,4.92242,1.56532,0.192603,10.8
3,8.48683,4.94483,1.55327,0.186799,10.92
3,8.6718,4.96677,1.54138,0.182758,11.04
3,8.85537,4.98848,1.52978,0.180992,11.16
3,9.03757,5.01026,1.5183,0.181498,11.28
3,9.21835,5.03233,1.50655,0.183918,11.4
3,9.39764,5.05487,1.49411,0.187807,11.52
3,9.57533,5.07801,1.48069,0.192843,11.64
3,9.75127,5.10188,1.46618,0.198868,11.76
3,9.92535,5.12657,1.45068,0.205755,11.88
3,10.0975,5.15216,1.43454,0.213242,12
3,10.2677,5.17866,1.41833,0.220854,12.12
3,10.436,5.20601,1.40267,0.227962,12.24
3,10.6026,5.23408,1.38795,0.233911,12.36
3,10.7675,5.26266,1.37422,0.238115,12.48
3,10.9308,5.29147,1.36123,0.240133,12.6
3,11.0927,5.32025,1.3486,0.239769,12.72
3,11.253,5.34871,1.33599,0.237169,12.84
3,11.4118,5.37664,1.3232,0.232809,12.96
3,11.569,5.40393,1.31035,0.22739,13.08
3,11.7248,5.43053,1.29797,0.221702,13.2
3,11.8792,5.45652,1.28708,0.216546,13.32
3,12.0327,5.48204,1.27891,0.212644,13.44
4,-1.64539,4.38804,1.50492,0.00471958,4.56
4,-1.46464,4.38763,1.50621,-0.00338758,4.68
4,-1.28357,4.38537,1.50891,-0.0188373,4.8
4,-1.10201,4.38056,1.51304,-0.0400637,4.92
4,-0.919776,4.37277,1.5186,-0.0649102,5.04
4,-0.736724,4.36186,1.52543,-0.0909044,5.16
4,-0.55274,4.34801,1.5332,-0.11548,5.28
4,-0.367771,4.33165,1.5414,-0.136289,5.4
4,-0.181839,4.31344,1.54944,-0.151734,5.52
4,0.00496209,4.29408,1.55667,-0.161401,5.64
4,0.192465,4.27416,1.56253,-0.165992,5.76
4,0.380457,4.25414,1.5666,-0.166782,5.88
4,0.56872,4.23435,1.56886,-0.164968,6
4,0.757085,4.21499,1.56971,-0.16134,6.12
4,0.945459,4.19623,1.56979,-0.156318,6.24
4,1.13383,4.17821,1.56976,-0.150138,6.36
4,1.32225,4.16105,1.57015,-0.142981,6.48
4,1.5108,4.14485,1.57122,-0.135022,6.6
4,1.69956,4.12968,1.57303,-0.126458,6.72
4,1.8886,4.11557,1.57532,-0.117531,6.84
4,2.07791,4.10255,1.57763,-0.108496,6.96
4,2.26744,4.09061,1.57936,-0.0995345,7.08
4,2.45703,4.07973,1.57995,-0.0906335,7.2
4,2.6465,4.06994,1.57895,-0.0815687,7.32
4,2.83564,4.0613,1.57615,-0.072036,7.44
4,3.02424,4.05388,1.57168,-0.0618626,7.56
4,3.21218,4.04774,1.56613,-0.0511401,7.68
4,3.39942,4.04292,1.56033,-0.0402049,7.8
4,3.58602,4.03937,1.55504,-0.0295228,7.92
4,3.77211,4.03702,1.55069,-0.0195825,8.04
4,3.95779,4.03572,1.54731,-0.0108248,8.16
4,4.14314,4.0353,1.54463,-0.00354483,8.28
4,4.32821,4.03556,1.54227,0.00221758,8.4
4,4.51299,4.03637,1.53983,0.006702,8.52
4,4.69743,4.03761,1.53699,0.0103073,8.64
4,4.88147,4.03921,1.53368,0.0134019,8.76
4,5.06509,4.04116,1.53015,0.0162128,8.88
4,5.24832,4.04342,1.52687,0.0188683,9
4,5.43124,4.04601,1.52439,0.0215366,9.12
4,5.61403,4.04895,1.52319,0.0245358,9.24
4,5.79686,4.05235,1.52359,0.0283249,9.36
4,5.97994,4.05636,1.52572,0.0333713,9.48
4,6.16348,4.06115,1.52949,0.0399891,9.6
4,6.34763,4.06694,1.53454,0.0482347,9.72
4,6.53247,4.07389,1.54036,0.0578599,9.84
4,6.71804,4.08208,1.54637,0.0682759,9.96
4,6.90428,4.09151,1.552,0.0785649,10.08
4,7.09109,4.10203,1.55681,0.087679,10.2
4,7.27836,4.11341,1.56053,0.0948218,10.32
4,7.46594,4.12538,1.56323,0.0997675,10.44
4,7.65377,4.13773,1.5652,0.102882,10.56
4,7.84179,4.15031,1.56684,0.104883,10.68
4,8.03,4.1631,1.5684,0.106538,10.8
4,8.21838,4.17612,1.56989,0.108494,10.92
4,8.4069,4.18946,1.571,0.111239,11.04
4,8.59544,4.20327,1.5711,0.115083,11.16
4,8.78374,4.21769,1.56919,0.120149,11.28
4,8.97144,4.23285,1.56416,0.126348,11.4
4,9.15806,4.24885,1.5552,0.133347,11.52
4,9.34311,4.26572,1.54207,0.140541,11.64
4,9.52614,4.28337,1.52526,0.147076,11.76
4,9.70682,4.3016,1.50569,0.151945,11.88
4,9.88497,4.32009,1.48455,0.154105,12
4,10.0605,4.3384,1.46309,0.152571,12.12
4,10.2336,4.35599,1.44247,0.146523,12.24
4,10.4045,4.37224,1.42349,0.135478,12.36
4,10.5732,4.38658,1.40648,0.119434,12.48
4,10.7402,4.39846,1.39137,0.0990131,12.6
4,10.9055,4.40753,1.37788,0.0756468,12.72
4,11.0694,4.41374,1.36566,0.0516933,12.84
4,11.232,4.41735,1.35445,0.0301182,12.96
4,11.3933,4.41898,1.34412,0.0135312,13.08
4,11.5534,4.41934,1.33485,0.00305517,13.2
4,11.7127,4.41909,1.32708,-0.00208983,13.32
4,11.8713,4.41863,1.32142,-0.00388383,13.44
5,11.9541,5.77959,-1.33713,0.175227,4.56
5,11.7933,5.80014,-1.33991,0.171212,4.68
5,11.6319,5.81976,-1.34516,0.163477,4.8
5,11.4696,5.83808,-1.35198,0.15268,4.92
5,11.3065,5.85485,-1.35921,0.139752,5.04
5,11.1426,5.86995,-1.36579,0.125808,5.16
5,10.9781,5.8834,-1.3709,0.112081,5.28
5,10.8133,5.89537,-1.37401,0.0998019,5.4
5,10.6483,5.90617,-1.37497,0.0899924,5.52
5,10.4834,5.91616,-1.37394,0.0832771,5.64
5,10.3188,5.92574,-1.37135,0.0798193,5.76
5,10.1547,5.93526,-1.3677,0.0793189,5.88
5,9.9911,5.94498,-1.36335,0.0810127,6
5,9.82809,5.95503,-1.35838,0.0837484,6.12
5,9.66576,5.96539,-1.35272,0.0862888,6.24
5,9.5042,5.97592,-1.34634,0.0877711,6.36
5,9.34348,5.98648,-1.33933,0.0879741,6.48
5,9.18365,5.99694,-1.33194,0.0872358,6.6
5,9.02471,6.00729,-1.32451,0.0861756,6.72
5,8.86663,6.01754,-1.31737,0.0854457,6.84
5,8.70933,6.02781,-1.31083,0.0855759,6.96
5,8.55272,6.03823,-1.30507,0.0868333,7.08
5,8.39671,6.04892,-1.3001,0.0890758,7.2
5,8.24122,6.05992,-1.29575,0.0917208,7.32
5,8.08621,6.0712,-1.29173,0.0939323,7.44
5,7.93166,6.08259,-1.28791,0.0949323,7.56
5,7.77754,6.09389,-1.28434,0.0942063,7.68
5,7.62379,6.10488,-1.2812,0.0915459,7.8
5,7.47037,6.11532,-1.27852,0.0870423,7.92
5,7.31725,6.12505,-1.27599,0.081069,8.04
5,7.16449,6.13396,-1.27301,0.0741967,8.16
5,7.01222,6.14199,-1.26895,0.0669843,8.28
5,6.8606,6.14916,-1.26352,0.0597423,8.4
5,6.70977,6.15545,-1.25689,0.0524361,8.52
5,6.55982,6.16083,-1.24957,0.0447773,8.64
5,6.41077,6.16519,-1.24211,0.0363967,8.76
5,6.26257,6.16843,-1.23495,0.026988,8.88
5,6.11517,6.17041,-1.22836,0.0164481,9
5,5.96847,6.17101,-1.2225,0.00505925,9.12
5,5.82237,6.17025,-1.21747,-0.00636925,9.24
5,5.67677,6.16826,-1.21336,-0.016563,9.36
5,5.53154,6.16537,-1.21028,-0.0241047,9.48
5,5.38652,6.16203,-1.20848,-0.0278241,9.6
5,5.24153,6.15879,-1.20826,-0.0270137,9.72
5,5.09635,6.15621,-1.20985,-0.0214828,9.84
5,4.95079,6.15482,-1.21301,-0.0115812,9.96
5,4.80476,6.15504,-1.21691,0.00180308,10.08
5,4.65833,6.15712,-1.2202,0.0173736,10.2
5,4.51177,6.16116,-1.22132,0.0336766,10.32
5,4.36552,6.16708,-1.21879,0.0493268,10.44
5,4.22016,6.17466,-1.21134,0.0631702,10.56
5,4.07638,6.1836,-1.19815,0.0745073,10.68
5,3.9349,6.19361,-1.17898,0.0833398,10.8
5,3.79638,6.20445,-1.15432,0.0903817,10.92
5,3.66135,6.21604,-1.12528,0.0966093,11.04
5,3.53015,6.22835,-1.09335,0.102554,11.16
5,3.40291,6.2413,-1.06035,0.107875,11.28
5,3.27953,6.25467,-1.02816,0.111462,11.4
5,3.15972,6.26809,-0.998378,0.111832,11.52
5,3.04308,6.28099,-0.972,0.107501,11.64
5,2.92915,6.29266,-0.949434,0.0972638,11.76
5,2.81747,6.30232,-0.930693,0.0805032,11.88
5,2.70759,6.30923,-0.915642,0.0575441,12
5,2.59909,6.3128,-0.904143,0.0297805,12.12
5,2.49157,6.31272,-0.896047,-0.000646917,12.24
5,2.38463,6.30895,-0.891122,-0.0314184,12.36
5,2.27795,6.30171,-0.889001,-0.0604056,12.48
5,2.17125,6.29141,-0.889208,-0.0858319,12.6
5,2.0643,6.27863,-0.891192,-0.10646,12.72
5,1.95698,6.26402,-0.894364,-0.121746,12.84
5,1.84921,6.2482,-0.898096,-0.13181,12.96
5,1.741,6.23173,-0.901716,-0.13727,13.08
5,1.63246,6.21505,-0.904494,-0.139048,13.2
5,1.52378,6.19846,-0.905656,-0.138233,13.32
5,1.41524,6.18215,-0.904511,-0.13594,13.44
5,1.30717,6.16617,-0.900629,-0.133128,13.56
5,1.19989,6.15051,-0.893963,-0.130491,13.68
5,1.09372,6.1351,-0.884805,-0.12845,13.8
5,0.988877,6.11984,-0.873651,-0.127164,13.92
5,0.885543,6.10465,-0.861117,-0.126567,14.04
5,0.783783,6.08947,-0.848002,-0.126492,14.16
5,0.683522,6.07424,-0.835506,-0.126935,14.28
5,0.584463,6.05884,-0.825497,-0.128351,14.4
5,0.486014,6.04303,-0.820405,-0.131751,14.52
5,0.387348,6.02641,-0.82222,-0.138435,14.64
5,0.287639,6.00847,-0.830907,-0.149526,14.76
5,0.186404,5.98859,-0.843623,-0.165657,14.88
5,0.0837192,5.96617,-0.855707,-0.186876,15
5,-0.0198333,5.94065,-0.862937,-0.212631,15.12
5,-0.123443,5.91164,-0.86341,-0.241757,15.24
5,-0.226386,5.87894,-0.857864,-0.272526,15.36
5,-0.328221,5.84259,-0.848622,-0.302868,15.48
5,-0.428809,5.80292,-0.838239,-0.330626,15.6
5,-0.528262,5.76047,-0.828775,-0.353704,15.72
5,-0.626865,5.71604,-0.821685,-0.370242,15.84
6,11.6965,5.92246,-1.98654,0.186451,10.2
6,11.4581,5.94391,-1.98596,0.178763,10.32
6,11.22,5.96363,-1.98437,0.164342,10.44
6,10.9822,5.98099,-1.98185,0.144602,10.56
6,10.7448,5.99551,-1.97859,0.121046,10.68
6,10.5078,6.00687,-1.97501,0.0946774,10.8
6,10.2712,6.01477,-1.97174,0.0658273,10.92
6,10.0348,6.01892,-1.96935,0.0345635,11.04
6,9.79868,6.01909,-1.96798,0.00139392,11.16
6,9.56262,6.01521,-1.96714,-0.0323181,11.28
6,9.32672,6.00746,-1.96588,-0.0645695,11.4
6,9.09111,5.99626,-1.96337,-0.0933772,11.52
6,8.856,5.98217,-1.95927,-0.117347,11.64
6,8.62154,5.96587,-1.95385,-0.135865,11.76
6,8.38782,5.94798,-1.94768,-0.149084,11.88
6,8.15486,5.92904,-1.94131,-0.15787,12
6,7.92265,5.90939,-1.93511,-0.163693,12.12
6,7.69113,5.8892,-1.92929,-0.16828,12.24
6,7.46026,5.86842,-1.92392,-0.173129,12.36
6,7.22998,5.84692,-1.91903,-0.179187,12.48
6,7.00022,5.8245,-1.91465,-0.186842,12.6
6,6.77091,5.80098,-1.9109,-0.196033,12.72
6,6.54194,5.77621,-1.90806,-0.206362,12.84
6,6.31316,5.75014,-1.9065,-0.217229,12.96
6,6.08438,5.72278,-1.90652,-0.228063,13.08
6,5.85541,5.69415,-1.90809,-0.238584,13.2
